Original: resolve , predicted 1st: local|directory
Original: clear , predicted 1st: clear|properties|set|properties
Original: flush , predicted 1st: run
Original: remove , predicted 1st: remove
Original: contains , predicted 1st: add
Original: contains , predicted 1st: contains
Original: set , predicted 1st: set|height
Original: set , predicted 1st: set|width
Original: set , predicted 1st: set|width
Original: set , predicted 1st: set|width
Original: set|position , predicted 1st: set|y
Original: set|position , predicted 1st: set|y
Original: set|size , predicted 1st: set|height
Original: area , predicted 1st: get|age
Original: circumference , predicted 1st: to|kb
Original: equals , predicted 1st: equals
Original: hash|code , predicted 1st: get|result
Original: reset , predicted 1st: reset
Original: get|c|ptr , predicted 1st: equals
Original: finalize , predicted 1st: do|finalize
Original: delete , predicted 1st: delete
Original: swig|constructbt|convex|hull|shape , predicted 1st: new|query
Original: swig|constructbt|convex|hull|shape , predicted 1st: points
Original: swig|constructbt|convex|hull|shape , predicted 1st: points
Original: add|point , predicted 1st: add
Original: add|point , predicted 1st: add
Original: get|unscaled|points , predicted 1st: get|greater
Original: get|points , predicted 1st: get|greater
Original: get|scaled|point , predicted 1st: matches
Original: get|num|points , predicted 1st: get
Original: create , predicted 1st: test|merge
Original: render , predicted 1st: do|visit
Original: dispose , predicted 1st: do|copy
Original: tap , predicted 1st: add
Original: reset , predicted 1st: reset|c
Original: get|c|ptr , predicted 1st: decode|item
Original: finalize , predicted 1st: do|finalize
Original: delete , predicted 1st: delete|data
Original: set|material , predicted 1st: do|decode
Original: get|material , predicted 1st: decode
Original: set|position , predicted 1st: do|value|region
Original: get|position , predicted 1st: get|data|value
Original: set|previous|position , predicted 1st: do|update
Original: get|previous|position , predicted 1st: previous|data
Original: set|velocity , predicted 1st: do|value
Original: get|velocity , predicted 1st: get|float
Original: set|accumulated|force , predicted 1st: do|value
Original: get|accumulated|force , predicted 1st: get|float
Original: set|normal , predicted 1st: do|data|data
Original: get|normal , predicted 1st: get|data
Original: set|inverse|mass , predicted 1st: add|node|data
Original: get|inverse|mass , predicted 1st: node|data|node
Original: set|area , predicted 1st: do|put|node
Original: get|area , predicted 1st: node|node
Original: set|attach , predicted 1st: do|data|data
Original: get|attach , predicted 1st: data|item|data
Original: set|pad , predicted 1st: add|node|data
Original: get|pad , predicted 1st: node|node|data
Original: reset , predicted 1st: reset
Original: get|c|ptr , predicted 1st: get|object
Original: finalize , predicted 1st: do|finalize
Original: delete , predicted 1st: delete
Original: find|algorithm , predicted 1st: do|wrap
Original: find|algorithm , predicted 1st: do|copy
Original: get|new|manifold , predicted 1st: contains
Original: release|manifold , predicted 1st: do|execute
Original: clear|manifold , predicted 1st: do|get
Original: needs|collision , predicted 1st: do|get
Original: needs|response , predicted 1st: do|get
Original: dispatch|all|collision|pairs , predicted 1st: apply
Original: get|num|manifolds , predicted 1st: get
Original: get|manifold|by|index|internal , predicted 1st: get
Original: get|internal|manifold|pointer , predicted 1st: is|null
Original: get|internal|manifold|pool , predicted 1st: get|value
Original: allocate|collision|algorithm , predicted 1st: size
Original: free|collision|algorithm , predicted 1st: set|max|enabled
Original: on|contact|started , predicted 1st: add|user|event
Original: on|contact|ended , predicted 1st: do|process|match
Original: create , predicted 1st: random
Original: tap , predicted 1st: add
Original: dispose , predicted 1st: do|finalize
Original: set|style , predicted 1st: set|style
Original: get|style , predicted 1st: get|style
Original: update|image , predicted 1st: clean|up
Original: draw , predicted 1st: do|process
Original: get|image , predicted 1st: get|image
Original: get|image|cell , predicted 1st: get|cell|cell
Original: get|label , predicted 1st: get|label
Original: get|label|cell , predicted 1st: get|cell
Original: set|text , predicted 1st: set|text
Original: get|text , predicted 1st: get|text
Original: create , predicted 1st: test|add|with|no
Original: render , predicted 1st: test
Original: run , predicted 1st: do|run
Original: dispose , predicted 1st: do|execute
Original: create , predicted 1st: test|invalid|with|null
Original: render , predicted 1st: test|batch|batch|batch
Original: dispose , predicted 1st: do|down
Original: reset , predicted 1st: reset|c
Original: get|c|ptr , predicted 1st: to|long
Original: finalize , predicted 1st: do|finalize
Original: delete , predicted 1st: delete
Original: set|vertex|index|mapping , predicted 1st: do|find|by|value
Original: get|vertex|index|mapping , predicted 1st: is|non
Original: create|convex|hull , predicted 1st: apply
Original: release|result , predicted 1st: apply
Original: render , predicted 1st: do|process
Original: create , predicted 1st: after|properties|set
Original: dispose , predicted 1st: do|test
Original: key|down , predicted 1st: key|down
Original: key|typed , predicted 1st: do|equal
Original: key|up , predicted 1st: is|up|up
Original: touch|down , predicted 1st: do|down
Original: touch|dragged , predicted 1st: is|sorted
Original: touch|up , predicted 1st: is|up|up
Original: mouse|moved , predicted 1st: is|equal
Original: scrolled , predicted 1st: is|mutable
Original: touch|down , predicted 1st: is|membership|allowed
Original: tap , predicted 1st: test|test
Original: long|press , predicted 1st: is|checked
Original: fling , predicted 1st: is|visible
Original: pan , predicted 1st: add
Original: pan|stop , predicted 1st: is|membership
Original: zoom , predicted 1st: do|distance|distance
Original: pinch , predicted 1st: compare
Original: put|boolean , predicted 1st: put
Original: put|integer , predicted 1st: put
Original: put|long , predicted 1st: put
Original: put|float , predicted 1st: put
Original: put|string , predicted 1st: add
Original: put , predicted 1st: do|set
Original: get|boolean , predicted 1st: get|boolean
Original: get|integer , predicted 1st: get
Original: get|long , predicted 1st: get|long
Original: get|float , predicted 1st: get|float
Original: get|string , predicted 1st: get|string
Original: get|boolean , predicted 1st: get|boolean
Original: get|integer , predicted 1st: get
Original: get|long , predicted 1st: get|long
Original: get|float , predicted 1st: get|float
Original: get|string , predicted 1st: get|string
Original: get , predicted 1st: get|all
Original: contains , predicted 1st: contains
Original: clear , predicted 1st: do|upgrade
Original: flush , predicted 1st: clean|up
Original: remove , predicted 1st: remove
Original: edit , predicted 1st: set|up
Original: reset , predicted 1st: set
Original: push , predicted 1st: apply
Original: pop , predicted 1st: get|m
Original: empty , predicted 1st: is|m
Original: front , predicted 1st: get|m
Original: create , predicted 1st: test
Original: render , predicted 1st: test|batch|batch
Original: dispose , predicted 1st: do|execute
Original: get|file|handle , predicted 1st: file
Original: classpath , predicted 1st: file
Original: internal , predicted 1st: file
Original: external , predicted 1st: file
Original: absolute , predicted 1st: file
Original: local , predicted 1st: file
Original: get|external|storage|path , predicted 1st: get|external|path
Original: is|external|storage|available , predicted 1st: is|empty
Original: get|local|storage|path , predicted 1st: get|local|path
Original: is|local|storage|available , predicted 1st: is|mutable
Original: reset , predicted 1st: reset|c
Original: get|c|ptr , predicted 1st: get|property
Original: finalize , predicted 1st: do|finalize
Original: delete , predicted 1st: delete
Original: push|pair , predicted 1st: push
Original: push|pair|inv , predicted 1st: push
Original: reset , predicted 1st: reset
Original: get|c|ptr , predicted 1st: compare|to
Original: finalize , predicted 1st: do|finalize
Original: delete , predicted 1st: delete
Original: reset , predicted 1st: reset
Original: get|c|ptr , predicted 1st: get
Original: finalize , predicted 1st: do|finalize
Original: delete , predicted 1st: delete
Original: add|processor , predicted 1st: insert
Original: remove|processor , predicted 1st: remove|index
Original: add|processor , predicted 1st: add|input|processor
Original: remove|processor , predicted 1st: add|input|processor
Original: size , predicted 1st: size
Original: clear , predicted 1st: clear
Original: set|processors , predicted 1st: set|response
Original: get|processors , predicted 1st: get|processors|processors
Original: key|down , predicted 1st: is|next
Original: key|up , predicted 1st: is|up|up
Original: key|typed , predicted 1st: is|character
Original: touch|down , predicted 1st: do|down
Original: touch|up , predicted 1st: is|valid
Original: touch|dragged , predicted 1st: is|valid
Original: mouse|moved , predicted 1st: is|valid
Original: scrolled , predicted 1st: is|empty
Original: reset , predicted 1st: reset
Original: get|c|ptr , predicted 1st: get|object
Original: finalize , predicted 1st: do|finalize
Original: delete , predicted 1st: delete
Original: swig|director|disconnect , predicted 1st: clear
Original: swig|release|ownership , predicted 1st: reset
Original: swig|take|ownership , predicted 1st: test|change|change
Original: load|file , predicted 1st: read|from|load|file
Original: load|file , predicted 1st: pre|write|out
Original: load|file , predicted 1st: load
Original: load|file|from|memory , predicted 1st: get|no|jar
Original: convert|all|objects , predicted 1st: convert
Original: load|file|from|memory , predicted 1st: create|memory
Original: reset , predicted 1st: reset
Original: get|c|ptr , predicted 1st: get
Original: finalize , predicted 1st: do|finalize
Original: delete , predicted 1st: delete
Original: process|collision , predicted 1st: do|process|result
Original: calculate|time|of|impact , predicted 1st: do|compare
Original: get|all|contact|manifolds , predicted 1st: do|array
Original: reset , predicted 1st: reset
Original: get|c|ptr , predicted 1st: get|value
Original: finalize , predicted 1st: do|finalize
Original: delete , predicted 1st: delete
Original: create|collision|algorithm , predicted 1st: do|write
Original: reset , predicted 1st: reset
Original: get|c|ptr , predicted 1st: to|long
Original: finalize , predicted 1st: do|finalize
Original: delete , predicted 1st: delete
Original: create|collision|algorithm , predicted 1st: do|put
Original: act , predicted 1st: is|valid
Original: restart , predicted 1st: reset
Original: allocate|channels , predicted 1st: run
